id,species,owner,countryOfOrigin,ISOofOrigin,company,region,producer,harvestYear,gradingDate,owner1,variety,processingMethod,aroma,flavor,aftertaste,acidity,body,balance,uniformity,cleanCup,sweetness,cupperPoints,totalCupPoints,moisture,color,altitudeLowMeters,altitudeHighMeters,altitudeMeanMeters,mdsX,mdsY
837,Arabica,Aulia Arif Syahri,Indonesia,IDN,Pt. Olam Indonesia,Bali,Mudar,2015.0,"January 19th, 2017",Aulia Arif Syahri,,,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,Green,1250,1250,1250,-1.2883151359617708,1.859808366688423
838,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Norte,Chapultepec,2015.0,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,Green,3280,3280,3280,0.3048975939584967,0.13453846274085227
839,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,,2015.0,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,0.0,Green,1,1,1,-0.10629251750096023,0.602281854501228
840,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,,2015.0,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,0.0,Green,1,1,1,-0.5705161873887543,0.8803047464008094
841,Arabica,U Mg Mg,Myanmar,MMR,,Ywar Ngan,U Mg Mg,2015.0,"July 17th, 2015",U Mg Mg,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.0,Green,4001,4001,4001,0.12257282634352396,0.1266445723786533
842,Arabica,Viridiana,Mexico,MEX,Agroindustrias Unidas De Mexico Sa De Cv,Chiapas,Martiniano A. Moreno Alvarado,2015.0,"June 25th, 2015",Viridiana,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,0.11,Green,1350,1500,1425,0.14429315405181886,0.0029450137058630228
843,Arabica,Cadexsa,Honduras,HND,Cadexsa,Marcala,Jose Omar Acosta,2015.0,"May 12th, 2015",Cadexsa,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,Green,1400,1400,1400,0.20712523389182158,0.09773643743186776
844,Arabica,"Cafetalera Internacional Cafinter, S.A.",Costa Rica,CRI,"Cafetalera Internacional Cafinter, S.A.",Tres Rios,Jose Francisco Gonzalez,2015.0,"May 7th, 2015","Cafetalera Internacional Cafinter, S.A.",Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,Green,1200,1400,1300,0.2530407663310768,-0.14902822971242702
845,Arabica,"Lin, Che-Hao Krude",Taiwan,TWN,Taiwan Coffee Laboratory,,Lin Sin Ji,2014.0,"April 30th, 2015","Lin, Che-Hao Krude",Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,0.0,Green,700,700,700,0.4110423704082117,0.11361162541316423
846,Arabica,Essencecoffee,Indonesia,IDN,Essence Coffee,Lington Nihuta,,2014.0,"March 21st, 2015",Essencecoffee,Typica,,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,None,1300,1300,1300,0.22841544163541336,0.031209927381066652
847,Arabica,Afca,Malawi,MWI,Mzuzu Coffee Planters Coop Union,Kakoma,Mzuzu Coffee Coop Union,2014.0,"October 31st, 2014",Afca,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.13,Green,1556,1556,1556,0.2205790835469514,0.011195177675559862
848,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,,2014.0,"October 15th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,0.11,Green,1100,1100,1100,0.4464772090956191,0.09553057533842764
849,Arabica,,Honduras,HND,Cigrah,Comayagua,,2014.0,"May 16th, 2014",,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,Green,1350,1350,1350,0.23930607205886392,-0.010950912606130256
850,Arabica,Kurt Kappeli,Mexico,MEX,Globus Coffee,"Siltepec El Triunfo, Chiapas, Mexico",,2014.0,"April 26th, 2014",Kurt Kappeli,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,0.11,Green,1550,1550,1550,0.1488771911038894,0.061208028325052274
851,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2013.0,"July 19th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,0.0,Bluish-Green,1600,1950,1775,0.08101075881346505,0.2815577421631634
852,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,Kona Pacific Farmers Cooperative,Kona,,2012.0,"March 6th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,81.83,0.0,Bluish-Green,-1,-1,-1,2.457675348471348,-2.344371626850701
853,Arabica,Jacques Pereira Carneiro,Brazil,BRA,,Sul De Minas,Nazareth Dias Pereira,2012.0,"March 2nd, 2013",Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,Bluish-Green,1250,1250,1250,-1.0555054033700972,0.4171702278952019
854,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Luis Rodriguez,2013.0,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,Green,399,399,399,0.653043841002904,-0.8187940608690443
855,Arabica,Christina Dusing,Mexico,MEX,,Veracruz,Maria Magdalena Luethje Y Gris,2012.0,"August 31st, 2012",Christina Dusing,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,0.12,Green,1500,1500,1500,0.014904963900218463,0.27211531550113566
856,Arabica,Jorge Francisco Martinez Hachity,Mexico,MEX,,Coatepec,Jorge Francisco Martinez Hachity,2012.0,"July 11th, 2012",Jorge Francisco Martinez Hachity,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,0.12,Green,1250,1250,1250,0.14553256060504471,0.17268986114454749
857,Arabica,Nucoffee,Brazil,BRA,,Cerrado,Marilsa De Fatima Peternela,2011.0,"October 28th, 2011",Nucoffee,Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,81.83,0.02,,900,950,925,0.13267013641958011,0.2259089774205642
858,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,,Huila,,,"June 14th, 2011",Exportadora De Cafe Condor S.A,,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.05,,1600,1800,1700,0.14576850221081075,0.13409395350230136
859,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,,Kona,,,"May 24th, 2010",Kona Pacific Farmers Cooperative,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,81.83,0.02,,-1,-1,-1,0.7588468533109372,-0.7831195318255878
860,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",San Marcos,Angel De Leon,2017.0,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,0.11,Green,1700,1700,1700,0.22860095649875634,0.10626211171256872
861,Arabica,"Sunvirtue Co., Ltd.",Viet Nam,VNM,"Sunvirtue Co., Ltd.",Vietnam,Richard Yeh,2014.0,"December 21st, 2015","Sunvirtue Co., Ltd.",Caturra,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,81.75,0.12,Bluish-Green,1040,1040,1040,0.8015540483750734,-0.3959164675434515
862,Arabica,Ngorogoro Convenant Estate,United Republic of Tanzania,TZA,Ngorogoro Convenant Estate,Ngorogoro,Ngorogoro Convenant Estate,2014.0,"January 8th, 2015",Ngorogoro Convenant Estate,,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,Bluish-Green,1500,1700,1600,0.20829681334961336,0.054449581009553764
863,Arabica,Cafe Politico,Brazil,BRA,Cafe Politico,,,2013.0,"August 25th, 2014",Cafe Politico,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,81.75,0.1,Bluish-Green,-1,-1,-1,-0.4054798802605502,0.7092751571853196
864,Arabica,Saul M. Hernandez Ramirez,Mexico,MEX,,"Tenango De Doria, Hidalgo","Perez Lemus, Felix",2012.0,"September 27th, 2012",Saul M. Hernandez Ramirez,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,81.75,0.13,None,774,774,774,0.2341026435561086,-0.0005771722983490603
865,Arabica,Sergio Landa Alarcon,Mexico,MEX,,Tepictla,Sergio Landa Alarcon,2012.0,"September 10th, 2012",Sergio Landa Alarcon,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,81.75,0.13,Green,1250,1250,1250,0.08313704524783873,0.2273581878588386
866,Arabica,Diego Manuel Woolrich Ramirez,Mexico,MEX,,Oaxaca,"Cenen Torres Cortes, Avelino Tores Cortes, Juan Ventura Guzman",2012.0,"September 4th, 2012",Diego Manuel Woolrich Ramirez,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,0.11,Green,1100,1100,1100,0.15023643740313228,0.15786409784762592
867,Arabica,Armando Luis Pohlenz Martinez,Mexico,MEX,Beneficio Custepec S.A. De C.V.,La Concordia,Armando Luis Pohlenz Martinez,2012.0,"August 30th, 2012",Armando Luis Pohlenz Martinez,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,0.12,Green,1550,1550,1550,0.11914299501331811,0.23975808795102366
868,Arabica,Enrique Eduardo Lopez Aguilar,Mexico,MEX,Finca Las Nubes,La Concordia,Graciela Aguilar Peralta,2012.0,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,81.75,0.12,,1650,1650,1650,0.32740610981004037,0.15032618261713251
869,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2011.0,"December 22nd, 2011",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,0.0,Green,1750,1750,1750,0.07276583236485329,0.3189344125796422
870,Arabica,Racafe & Cia S.C.A,Colombia,COL,,Huila,La Plata,,"October 4th, 2011",Racafe & Cia S.C.A,,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,81.75,0.08,,1600,1950,1775,-0.3561111561931705,0.5600366822800645
871,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,Ipanema Agricola S.A,2017.0,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,81.67,0.11,Green,890,890,890,0.2459223308134866,0.19899110259885078
872,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",San Marcos,Angel De Leon,2017.0,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.1,Green,1700,1700,1700,0.3184976057983465,0.018691536323764583
873,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Santa Rosa,Jesus Ramirez,2017.0,"June 5th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,0.12,Green,372,372,372,0.11408354179733665,0.23869512227470566
874,Arabica,Cadexsa,Honduras,HND,Cadexsa,Marcala,Jose Omar Acosta,2016.0,"May 2nd, 2016",Cadexsa,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,Blue-Green,1450,1450,1450,0.32538916766205506,0.09652205604006558
875,Arabica,Taylor Winch (Coffee) Ltd.,United Republic of Tanzania,TZA,Volcafe/Taylorwinch Tanzania Ltd,Mbinga,Ngima Amcos,2016.0,"April 27th, 2016",Taylor Winch (Coffee) Ltd.,,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,0.0,Green,1800,1800,1800,0.4355980484825776,0.001361282603547188
876,Arabica,"Comercial Internacional Exportadora, S.A.",Nicaragua,NIC,"Comercial Internacional Exportadora, S.A.",Jinotega,Rolando Lacayo Cardenal,,"March 11th, 2016","Comercial Internacional Exportadora, S.A.",,,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.67,0.1,Green,-1,-1,-1,0.36967129525537257,0.08834151012775741
877,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,La Plata,,2016.0,"January 21st, 2016",Racafe & Cia S.C.A,,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,7.67,81.67,0.0,,-1,-1,-1,-0.37055221364995755,-0.5388643370247459
878,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,,2015.0,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,81.67,0.0,Green,1,1,1,0.6294726075783439,-0.09970648470142526
879,Arabica,Dae Ltd Company,United Republic of Tanzania,TZA,Dae Ltd Company,Mbinga,Dae Ltd,2014.0,"January 2nd, 2015",Dae Ltd Company,,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,Green,1200,1800,1500,0.24532089205448276,0.16698849810626035
880,Arabica,Tembo Coffee Company Ltd,United Republic of Tanzania,TZA,Tembo Coffee Company Ltd,"Ilomba Vilage, Mbozi",Tembo Coffee Company Ltd,2013.0,"December 15th, 2014",Tembo Coffee Company Ltd,,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,Green,1700,1700,1700,0.40215732013522426,-0.017712548714653917
881,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,,2014.0,"October 16th, 2014",Ipanema Coffees,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.1,Green,1260,1260,1260,0.19293394088804014,0.22391778394803327
882,Arabica,Chris Finch,Indonesia,IDN,Volcafe Specialty Coffee,Bener Meriah,,2013.0,"May 23rd, 2014",Chris Finch,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.11,Bluish-Green,-1,-1,-1,0.3682188337560704,-0.04289757095942536
883,Arabica,,Honduras,HND,Cigrah,Comayagua,,2014.0,"May 16th, 2014",,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,0.1,Green,1400,1400,1400,0.33129181739539953,-0.06428335058042273
884,Arabica,"Ceca, S.A.",Costa Rica,CRI,"Ceca,S.A.",Tarrazu,Martin Gutierrez,2013.0,"April 26th, 2014","Ceca, S.A.",Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,0.11,Green,1850,1850,1850,0.8349918448767616,-0.37501551329111615
885,Arabica,Dane Loraas,Mexico,MEX,Sustainable Harvest,Veracruz,Huatusco,2014.0,"April 2nd, 2014",Dane Loraas,,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,7.42,81.67,0.0,Green,-1,-1,-1,-0.7645635885483514,0.5696184561091826
886,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,Blossom Valley,,Zhang Ming Fu,2013.0,"December 26th, 2013",Cqi Taiwan Icp Cqi,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,Green,150,150,150,0.3997102760381545,0.02234989407695663
887,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,Blossom Valley,Nantou,Wu Cai Jin,2013.0,"December 26th, 2013",Cqi Taiwan Icp Cqi,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,81.67,0.11,Green,750,750,750,0.2427616193787571,0.1153711222282162
888,Arabica,Fredy Gordillo Reyes,Mexico,MEX,Union Ramal Santa Cruz Spr De Ri,"La Concordia, Chiapas",Union Ramal Santa Cruz,2013.0,"March 29th, 2013",Fredy Gordillo Reyes,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,81.67,0.12,Green,1400,1400,1400,0.16124438334873537,0.20038209539642093
889,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,Finca El Morito,Jalapa,"Cafe Molino Monterroso P,J. Roberto",2012.0,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,81.67,0.11,Green,511,557,534,0.36966427460629914,0.027322464609951646
890,Arabica,Virginia Gordillo Gordillo,Mexico,MEX,"Productora Agricola Y Ganadera Finca La Suiza, S.P.R. De R.L. De C.V.",Tuxtla Gutierrez,Productora Agricola Y Ganadera Finca La Suiza,2012.0,"September 11th, 2012",Virginia Gordillo Gordillo,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,81.67,0.13,Green,1650,1650,1650,-0.9714538037150477,0.7340533065404522
891,Arabica,Jose Luis Munoz Guerrero,Mexico,MEX,,Yajalon,Maya Binik,2012.0,"August 30th, 2012",Jose Luis Munoz Guerrero,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,81.67,0.11,Green,1400,1400,1400,0.5930446071382072,0.029115398353533883
892,Arabica,Christina Dusing,Mexico,MEX,,Veracruz,Cesar Santiz Lopez,2012.0,"July 27th, 2012",Christina Dusing,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,81.67,0.11,Green,1200,1200,1200,0.22768806050423177,0.16989565475959148
893,Arabica,Alfredo Bojalil,Mexico,MEX,Ecomtrading,"La Concordia, Chiapas",Octavio Moguel Farrera,2012.0,"April 2nd, 2012",Alfredo Bojalil,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,81.67,0.11,Green,1400,1400,1400,0.2679314412125533,0.06760728410358234
894,Arabica,Miguel Cortes Moreno,Mexico,MEX,"Estrategias Constructivas Corzu, S.A. De C.V.",,,2012.0,"February 29th, 2012",Miguel Cortes Moreno,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,81.67,0.11,Green,940,940,940,0.6783137458073959,-0.4399273408476261
895,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,Cqi,Kona,,2012.0,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,7.25,81.67,0.1,Green,-1,-1,-1,-0.06765502453070986,0.32051513103536244
896,Arabica,Mdh,Honduras,HND,Molinos De Honduras,Western Region,Cafes Finos De Corquin,2018.0,"January 19th, 2018",Mdh,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,81.58,0.11,Blue-Green,1200,1200,1200,0.2857771809207875,0.20794714331082972
897,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Huehuetenango,"Agricola El Pilar, Sa.",2017.0,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,0.12,Green,190164,190164,190164,0.22643567725007968,0.2087381782096326
898,Arabica,"Lin, Che-Hao Krude",Taiwan,TWN,Taiwan Coffee Laboratory,Natou County,Su Jin Kuan,2016.0,"July 15th, 2016","Lin, Che-Hao Krude",Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,Blue-Green,800,800,800,0.15470223634231545,0.26281527973756497
899,Arabica,"Ceca, S.A.",Costa Rica,CRI,"Ceca,S.A.",Turrialba,Cafetalera Aquiares,2015.0,"February 3rd, 2015","Ceca, S.A.",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,0.12,Green,13,13,13,0.010567315076254958,0.24857569021061657
900,Arabica,Acacia Hills Ltd,United Republic of Tanzania,TZA,Acacia Hills Ltd,"Oldeani , Mongola",Acacia Hills Ltd,2014.0,"December 18th, 2014",Acacia Hills Ltd,,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,Green,1800,1800,1800,0.2596007295899872,0.16417594410768557
901,Arabica,Afca,Malawi,MWI,Mzuzu Coffee Planters Coop Union,Mzuzu,Mzuzu Coffee Coop Union,2014.0,"October 31st, 2014",Afca,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,0.13,Green,1100,1100,1100,0.1926285968768251,0.19946504631530831
902,Arabica,"Lin, Che-Hao Krude",Taiwan,TWN,"Red On Tree Co., Ltd.",Natou County,Chiu Wei Lun,2014.0,"August 25th, 2014","Lin, Che-Hao Krude",Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7.0,81.58,0.0,,850,850,850,1.2402485587559424,-0.38298537796139254
903,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,Ipanema Coffees,2013.0,"November 6th, 2013",Ipanema Coffees,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,81.58,0.12,Blue-Green,1260,1260,1260,0.3237962600774758,0.14620269851350262
904,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Roberto Monterroso,2013.0,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,81.58,0.12,Green,399,399,399,0.15959824012169876,0.30300064066473514
905,Arabica,Fredy Gordillo Reyes,Mexico,MEX,Union Ramal Santa Cruz Spr De Ri,"La Concordia, Chiapas",Union Ramal Santa Cruz,2013.0,"March 29th, 2013",Fredy Gordillo Reyes,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,81.58,0.12,Green,1400,1400,1400,0.11381498957580391,-0.05078984196303938
906,Arabica,Enrique Eduardo Lopez Aguilar,Mexico,MEX,Finca Santa Cruz,La Concordia,Luis Antonio Lopez Aguilar,2012.0,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.58,0.11,,1600,1600,1600,0.26748341157499794,0.2316995415407871
907,Arabica,Enrique Eduardo Lopez Aguilar,Mexico,MEX,Finca Santa Cruz,La Concordia,Enrique Eduardo Lopez Aguilar,2012.0,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,7.67,81.58,0.11,,1650,1650,1650,0.876990924568531,-1.0501167046420434
908,Arabica,Doi Chaang Coffee Company,Thailand,THA,,"Doi Chaang Village, Chiang Rai, Thialand",Doi Chaang Community Enterprise Piko,2011.0,"November 16th, 2011",Doi Chaang Coffee Company,,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,7.33,81.58,0.01,,457,457,457,0.5020178566934373,-0.14138628468940947
909,Arabica,Doi Tung Development Project,Thailand,THA,,,,2011.0,"August 16th, 2011",Doi Tung Development Project,,,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,7.33,81.58,0.2,,-1,-1,-1,0.27078894074127885,0.2549454821859402
910,Arabica,Benjamin Schmerler,Costa Rica,CRI,,Tarrazu,Coopetarrazu,,"June 14th, 2011",Benjamin Schmerler,,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,7.25,81.58,0.0,,418,557,488,0.5618833630685585,-0.009564944154060484
911,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Santa Rosa,Otto Becker,2017.0,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,81.5,0.1,Green,372,372,372,-0.31395007002790565,0.4330052313345637
912,Arabica,"Exportadora Atlantic, S.A.",Nicaragua,NIC,Exportadora Atlantic S.A,Jalapa,,2017.0,"June 20th, 2017","Exportadora Atlantic, S.A.",Caturra,,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,81.5,0.11,Green,1100,1100,1100,0.27628185124383914,0.10357755107807287
913,Arabica,Elsy Reyes,Honduras,HND,Cigrah,Comayagua,Nahun Maldonado,2017.0,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,81.5,0.1,Green,1400,1400,1400,0.25019354858848747,0.09343403332704564
914,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Santa Rosa,Agricola Monte Verde,2017.0,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.5,0.12,Green,-1,-1,-1,0.3751201366270178,0.15075841690513586
915,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,,,,2015.0,"September 17th, 2015",Cqi Taiwan Icp Cqi,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,81.5,0.12,Green,160,200,180,0.49906142071819887,0.0999905710759299
